route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
32444,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,562,2,
32445,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,563,2,
32446,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,564,2,
32447,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,565,2,
32448,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,566,2,
32449,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,568,2,
32450,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,569,2,
32451,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,572,2,
32452,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,573,2,
32453,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,576,2,
32454,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,577,2,
32455,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,580,2,
32456,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,581,2,
32457,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,584,2,
32458,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,585,2,
32459,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,588,2,
32460,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,589,2,
32461,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,592,2,
32462,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,593,2,
32463,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,594,2,
32464,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,6120,2,
32465,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,6121,2,
32466,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,6122,2,
32467,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,6123,2,
32468,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,6124,2,
32469,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,6125,2,
32470,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,6126,2,
32471,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,6127,2,
32472,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,6128,2,
32473,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,6129,2,
32474,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,6130,2,
32475,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,6131,2,
32476,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,6132,2,
32477,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,6133,2,
32478,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,6134,2,
32479,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,6135,2,
32480,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,6542,2,
32481,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,6543,2,
32482,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,6544,2,
32483,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,6545,2,
32484,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,6546,2,
32485,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,6547,2,
32486,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,6548,2,
32487,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,6549,2,
32488,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,6550,2,
32489,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,6551,2,
32490,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,6552,2,
32491,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,6553,2,
32492,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,6554,2,
32493,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,6555,2,
32494,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,6556,2,
32495,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,6557,2,
32496,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6715,2,
32497,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6716,2,
32498,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6719,2,
32499,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6720,2,
32500,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6723,2,
32501,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6724,2,
32502,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6727,2,
32503,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6728,2,
32504,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6731,2,
32505,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6732,2,
32506,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6735,2,
32507,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6736,2,
32508,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6739,2,
32509,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6740,2,
32510,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6743,2,
32511,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6744,2,
32512,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6747,2,
32513,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6748,2,
32521,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,7540,2,
32522,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,7541,2,
32523,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,7542,2,
32524,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,7543,2,
32525,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,7544,2,
32526,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,7545,2,
32528,18,63,מסוף חריש/איסוף-חריש<->ת. רכבת חדרה-חדרה-11,19063-1-1,3,
32529,18,63,ת. רכבת חדרה/רציפים-חדרה<->מסוף חריש/הורדה-חריש-21,19063-2-1,3,
32535,3,16,מסוף קריית שרת-חולון<->ת. מרכזית ראשל''צ-ראשון לציון-1#,40016-1-#,3,
32536,3,16,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->שדרות ירושלים/מפרץ שלמה-חולון-2#,40016-2-#,3,
32541,34,617,תחנה תפעולית חניון 4/9-ירושלים<->מסוף אליהו הנביא-בית שמש-10,11617-1-0,3,
32542,34,617,מסוף אליהו הנביא/איסוף-בית שמש<->צומת רמות/גולדה-ירושלים-20,11617-2-0,3,
32543,34,617,מעפילי אגוז/הרב הרצוג-בית שמש<->צומת רמות/גולדה-ירושלים-21,11617-2-1,3,
32544,34,618,תחנה תפעולית חניון 4/9-ירושלים<->מסוף אליהו הנביא-בית שמש-10,11618-1-0,3,
32545,34,618,מסוף אליהו הנביא/איסוף-בית שמש<->צומת רמות/גולדה-ירושלים-20,11618-2-0,3,
32546,34,618,שדרות לוי אשכול/חזון אי''ש-בית שמש<->צומת רמות/גולדה-ירושלים-21,11618-2-1,3,
32547,34,619,תחנה תפעולית חניון 4/9-ירושלים<->זכריה הנביא/נריה הנביא-בית שמש-10,10619-1-0,3,
32548,34,619,זכריה הנביא/שדרות האמוראים-בית שמש<->צומת רמות/גולדה-ירושלים-20,10619-2-0,3,
32549,34,614,וולפסון/קפלן-ירושלים<->מסוף אליהו הנביא-בית שמש-10,11614-1-0,3,
32550,34,614,מסוף אליהו הנביא/איסוף-בית שמש<->וולפסון/קפלן-ירושלים-20,11614-2-0,3,
32579,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,6751,2,
32580,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,6752,2,
32654,3,51,ת. רכבת בת גלים-חיפה<->גרנד קניון/שמחה גולן-חיפה-1#,25051-1-#,3,
32655,3,54,ת. מרכזית חוף הכרמל/רציפים עירוני-חיפה<->בית ספר אורט-דאלית אל כרמל-17,51054-1-7,3,
32656,34,60,אלון מורה/ישיבה-אלון מורה<->מוריה/שד. ירושלים-אריאל-10,21060-1-0,3,
32657,34,60,מוריה/שד. ירושלים-אריאל<->אלון מורה/ישיבה-אלון מורה-20,21060-2-0,3,
32658,34,58,אלון מורה/ישיבה-אלון מורה<->מוריה/שד. ירושלים-אריאל-10,23058-1-0,3,
32659,34,58,מוריה/שד. ירושלים-אריאל<->אלון מורה/ישיבה-אלון מורה-20,23058-2-0,3,
32660,34,59,הר ברכה/קשתי-ברכה<->מוריה/שד. ירושלים-אריאל-10,25059-1-0,3,
32661,34,59,מוריה/שד. ירושלים-אריאל<->הר ברכה/קשתי-ברכה-20,25059-2-0,3,
32662,34,62,אלון מורה/ישיבה-אלון מורה<->הרב פנחס לוין/חזון עובדיה-עמנואל-10,29062-1-0,3,FF9933
32663,34,62,הרב פנחס לוין/נתיבות שלום-עמנואל<->אלון מורה/ישיבה-אלון מורה-20,29062-2-0,3,FF9933
32664,3,41,נחל גיבורים/חטיבת גולני-חיפה<->חטיבת גולני/אל מיערי-חיפה-3#,25041-3-#,3,
32665,3,51א,גרנד קניון/שמחה גולן-חיפה<->ת. רכבת בת גלים-חיפה-2#,25051-2-#,3,
32667,34,440,מוריה/שד. ירושלים-אריאל<->ת. מרכזית נתניה/הורדה-נתניה-10,12440-1-0,3,
32668,34,440,ת. מרכזית נתניה/רציפים-נתניה<->מוריה/שד. ירושלים-אריאל-20,12440-2-0,3,
32669,34,152,גני ילדים/היובל-קדומים<->חניון קרית אריה/החרש-פתח תקווה-10,14152-1-0,3,
32672,34,437,הדקל/סובה-נופים<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,12437-1-0,3,
32673,34,437,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->הדקל/סובה-נופים-20,12437-2-0,3,
32674,34,65,הדקל/סובה-נופים<->עמל/שלמה מיכאליס-פתח תקווה-10,19065-1-0,3,
32675,34,65,החרש/עמל-פתח תקווה<->הדקל/סובה-נופים-20,19065-2-0,3,
32676,34,390,הרב פנחס לוין/נתיבות שלום-עמנואל<->מסילת ישרים/שדרות בית הלל-מודיעין עילית-10,13390-1-0,3,
32677,34,390,מסילת ישרים/מסוף-מודיעין עילית<->הרב פנחס לוין/נתיבות שלום-עמנואל-20,13390-2-0,3,
32678,34,257,האשל/השקד עופרים-בית אריה<->חניון קרית אריה/החרש-פתח תקווה-10,13257-1-0,3,
32679,34,257,עמל/שלמה מיכאליס-פתח תקווה<->מעלה הזית/הברוש-בית אריה-20,13257-2-0,3,
32680,34,78,קופת חולים לאומית/הר המור-פדואל<->תחנת רכבת ראש העין צפון/רציפים-ראש העין-10,26078-1-0,3,
32681,34,78,תחנת רכבת ראש העין צפון/רציפים-ראש העין<->קופת חולים לאומית/הר המור-פדואל-20,26078-2-0,3,
32741,3,25,תחנת כרמלית/הנביאים-חיפה<->בר רב האי/סעדיה הגאון-חיפה-17,10025-1-7,3,
32742,3,25,מרסיי/בר רב האי-חיפה<->הנביאים/אחד העם-חיפה-27,10025-2-7,3,
33065,21,1,שער שכם-ירושלים<->נווה יעקב – צפון-ירושלים-12,73001-1-2,0,
33133,3,905,נתב''ג טרמינל 3/קומת תח''צ-נמל תעופה בן גוריון<->ת. מרכזית המפרץ/הורדה-חיפה-1#,12905-1-#,3,
33134,3,905,ת. מרכזית המפרץ/הורדה-חיפה<->נתב''ג טרמינל 3/קומת תח''צ-נמל תעופה בן גוריון-2#,12905-2-#,3,
33135,2,,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות,135,2,
33143,25,8,ת. רכבת יבנה מערב-יבנה<->ת. רכבת יבנה מזרח-יבנה-1#,47008-1-#,3,
33144,25,8א,ת. רכבת יבנה מערב-יבנה<->ת. רכבת יבנה מזרח-יבנה-11,47008-1-1,3,
33145,25,8,ת. רכבת יבנה מזרח-יבנה<->ת. רכבת יבנה מערב-יבנה-2#,47008-2-#,3,
33146,25,8א,ת. רכבת יבנה מזרח-יבנה<->ת. רכבת יבנה מערב-יבנה-21,47008-2-1,3,
33147,5,161,הכובשים/דניאל-תל אביב יפו<->מסוף עמידר-רמת גן-11,12161-1-1,3,
33148,5,161,מסוף עמידר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-21,12161-2-1,3,
33154,34,267,מוריה/שד. ירושלים-אריאל<->מסוף שכונה ירוקה-כפר סבא-10,11267-1-0,3,
33155,34,267,מסוף שכונה ירוקה-כפר סבא<->מוריה/שד. ירושלים-אריאל-20,11267-2-0,3,
33157,32,32א,חניון רכב כבד/הבונים-באר שבע<->דיקלה/מסוף י''א-באר שבע-21,23032-2-1,3,9933FF
33158,34,617,קרית מדע ב'-ירושלים<->מסוף אליהו הנביא-בית שמש-15,11617-1-5,3,
33161,34,617,מסוף אליהו הנביא/איסוף-בית שמש<->הרטום/שדרות גולדה מאיר-ירושלים-25,11617-2-5,3,
33163,34,618,קרית מדע ב'-ירושלים<->מסוף אליהו הנביא-בית שמש-15,11618-1-5,3,
33166,34,618,מסוף אליהו הנביא/איסוף-בית שמש<->הרטום/שדרות גולדה מאיר-ירושלים-25,11618-2-5,3,
33167,34,619,קרית מדע ב'-ירושלים<->זכריה הנביא/נריה הנביא-בית שמש-15,10619-1-5,3,
33170,34,616,קרית מדע ב'-ירושלים<->שדרות האמוראים/תלמוד ירושלמי-בית שמש-15,11616-1-5,3,
33171,34,616,שדרות נהר הדן/שדרות נחל צאלים-בית שמש<->צומת רמות/גולדה-ירושלים-21,11616-2-1,3,
33172,34,616,שדרות האמוראים/תלמוד בבלי-בית שמש<->הרטום/שדרות גולדה מאיר-ירושלים-25,11616-2-5,3,
33173,34,189,קרית מדע ב'-ירושלים<->מרכז לגיל הרך/הרב א.גורדון-קרית יערים-15,11189-1-5,3,
33174,34,189,מרכז לגיל הרך/הרב א.גורדון-קרית יערים<->הרטום/שדרות גולדה מאיר-ירושלים-25,11189-2-5,3,
33179,25,1,ת. רכבת אשדוד עד הלום/איסוף-אשדוד<->רכבת/מסוף ביג - הורדה-אשדוד-3#,23001-3-#,3,
33180,25,33א,הבטיחות/הפלדה-אשדוד<->ת. מרכזית אשדוד-אשדוד-21,16033-2-1,3,
33181,25,29,ת. מרכזית אשדוד/רציפים-אשדוד<->רכבת/מסוף ביג - הורדה-אשדוד-1#,22029-1-#,3,
33182,25,29,רכבת/מסוף ביג - רציפים-אשדוד<->ת. מרכזית אשדוד-אשדוד-2#,22029-2-#,3,
33183,25,35א,הבושם/האומן-אשדוד<->תרשיש/ספיר-אשדוד-11,26035-1-1,3,
33184,25,35א,תרשיש/ספיר-אשדוד<->הבושם/האומן-אשדוד-21,26035-2-1,3,
33185,25,16,ת. מרכזית אשדוד/רציפים-אשדוד<->הטיילת/מקס נורדאו-אשדוד-1#,42016-1-#,3,
33186,25,16,הטיילת/סמטת אל הים-אשדוד<->ת. מרכזית אשדוד-אשדוד-2#,42016-2-#,3,
33195,34,152,החרש/עמל-פתח תקווה<->היובל/הנבל-קדומים-20,14152-2-0,3,
33196,34,50,מוריה/שד. ירושלים-אריאל<->מרכז תעסוקה לנכה/המלאכה-ראש העין-10,25050-1-0,3,
33197,34,50,'עמל א-ראש העין<->מוריה/שד. ירושלים-אריאל-20,25050-2-0,3,
33202,34,618,שדרות לוי אשכול/חזון אי''ש-בית שמש<->הרטום/שדרות גולדה מאיר-ירושלים-26,11618-2-6,3,
33207,14,17,ביר אלטירה כניסה-טמרה<->כיכר אלמעסרה-טמרה-1א,44017-1-א,3,
33208,14,17א,ביר אלטירה כניסה-טמרה<->כיכר אלמעסרה-טמרה-2א,44017-2-א,3,
33229,3,228,חונים נוסעים ראשון לציון/יוסף טומי לפיד-ראשון לציון<->ת. רכבת גני אביב-לוד-1#,11228-1-#,3,
33233,14,18,ביר אלטירה כניסה-טמרה<->כיכר אלמעסרה-טמרה-1א,43018-1-א,3,
33234,14,18א,ביר אלטירה כניסה-טמרה<->כיכר אלמעסרה-טמרה-2א,43018-2-א,3,
33238,34,619,זכריה הנביא/שדרות האמוראים-בית שמש<->הרטום/שדרות גולדה מאיר-ירושלים-23,10619-2-3,3,
33239,4,384,ת. מרכזית ירושלים קומה 3/רציפים-ירושלים<->מרכז מסחרי/יהושע בן נון-קרית ארבע-1#,11384-1-#,3,
33240,4,384,שד. כלב בן יפונה/דוד המלך-קרית ארבע<->ת. מרכזית ירושלים/הורדה-ירושלים-2#,11384-2-#,3,
33244,16,531,מסוף גילה/המרגלית-ירושלים<->מסוף גילה/המרגלית-ירושלים-30,12531-3-0,3,
33245,16,504,תחנה תפעולית/היציאה מחניון חומת שמואל-ירושלים<->מסוף חומת שמואל-ירושלים-30,15504-3-0,3,
33246,34,637,קרית מדע ב'-ירושלים<->מסוף אליהו הנביא-בית שמש-10,10637-1-0,3,
33247,34,637,מסוף אליהו הנביא/איסוף-בית שמש<->הרטום/שדרות גולדה מאיר-ירושלים-20,10637-2-0,3,
33248,34,638,קרית מדע ב'-ירושלים<->שד.נהר הירדן/ריב''ל-בית שמש-10,10638-1-0,3,
33249,34,638,שד.נהר הירדן/רבי יוחנן בן זכאי-בית שמש<->הרטום/שדרות גולדה מאיר-ירושלים-20,10638-2-0,3,
33250,34,639,קרית מדע ב'-ירושלים<->זכריה הנביא/נריה הנביא-בית שמש-10,10639-1-0,3,
33251,34,639,זכריה הנביא/שדרות האמוראים-בית שמש<->הרטום/שדרות גולדה מאיר-ירושלים-20,10639-2-0,3,
33252,16,92,מסוף גילה/המרגלית-ירושלים<->מסוף גילה/המרגלית-ירושלים-30,39092-3-0,3,
33254,15,140,הכניסה הצפונית-קלנסווה<->רכבת קריית אריה/חנה וסע-פתח תקווה-1#,12140-1-#,3,
33255,18,348,גבעת התחמושת/שרגאי-ירושלים<->רמב''ן/שדרות בית שמאי-מודיעין עילית-20,11348-2-0,3,
33256,18,308,גן הדסים/שדרות בית הלל-מודיעין עילית<->גבעת התחמושת/שרגאי-ירושלים-10,12308-1-0,3,
33257,18,308,גבעת התחמושת/שרגאי-ירושלים<->שדרות בית שמאי/שדרות בית הלל-מודיעין עילית-20,12308-2-0,3,
33258,18,318,משך חוכמה ב-מודיעין עילית<->גבעת התחמושת/שרגאי-ירושלים-10,12318-1-0,3,
33259,18,318,גבעת התחמושת/שרגאי-ירושלים<->משך חוכמה ז-מודיעין עילית-20,12318-2-0,3,
33260,18,328,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->גבעת התחמושת/שרגאי-ירושלים-10,12328-1-0,3,
33261,18,328,גבעת התחמושת/שרגאי-ירושלים<->אור החיים ט-מודיעין עילית-20,12328-2-0,3,
33262,18,338,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->גבעת התחמושת/שרגאי-ירושלים-10,12338-1-0,3,
33263,18,338,גבעת התחמושת/שרגאי-ירושלים<->שדרות אביי ורבא/רבי טרפון-מודיעין עילית-20,12338-2-0,3,
33265,16,62א,מירסקי/מינץ-ירושלים<->משרד החוץ/שד' רבין-ירושלים-10,30062-1-0,3,
33266,16,62,מירסקי/מינץ-ירושלים<->מסוף רמות/מירסקי-ירושלים-30,30062-3-0,3,
33267,3,402,קניון איילון-בני ברק<->ת. מרכזית ירושלים/הורדה-ירושלים-18,10402-1-8,3,
33268,3,416,קניון איילון-בני ברק<->בנייני האומה/הנשיא השישי-ירושלים-1#,13416-1-#,3,
33269,3,416,תחנה תפעולית/ביטוח לאומי-ירושלים<->קניון איילון-בני ברק-3#,13416-3-#,3,
33271,15,1,תיכון עתיד טייבה-טייבה<->אלאמל/א.תעשיה-טייבה-1#,27001-1-#,3,
33272,15,1,אלאמל/א.תעשיה-טייבה<->מגרש כדורגל-טייבה-2#,27001-2-#,3,
33273,15,3,בית ספר על יסודי ב'/טארק אל חי-טירה<->המוביל/טארק עבד אל חי-טירה-1#,82003-1-#,3,
33274,15,3,המוביל/טארק עבד אל חי-טירה<->טארק עבד אל חי/אבו בכר-טירה-2#,82003-2-#,3,
33275,15,4,בית ספר על יסודי ב'/טארק אל חי-טירה<->המוביל/טארק עבד אל חי-טירה-1#,63004-1-#,3,
33276,15,4,המוביל/טארק עבד אל חי-טירה<->טארק עבד אל חי/אבו בכר-טירה-2#,63004-2-#,3,
33277,15,140,ת. רכבת קרית אריה-פתח תקווה<->קלנסווה/יציאה צפונית-קלנסווה-2#,12140-2-#,3,
33278,15,142,מסוף צור יגאל/כוכב יאיר-כוכב יאיר<->רכבת קריית אריה/חנה וסע-פתח תקווה-1#,13142-1-#,3,
33279,15,142,ת. רכבת קרית אריה-פתח תקווה<->מסוף צור יגאל/כוכב יאיר-כוכב יאיר-2#,13142-2-#,3,
33280,34,150,הרב פנחס לוין/נתיבות שלום-עמנואל<->מסוף עין התכלת/הורדה-נתניה-10,14150-1-0,3,
33281,34,150,המלכים/הגדוד העברי-נתניה<->הרב פנחס לוין/נתיבות שלום-עמנואל-20,14150-2-0,3,
33282,31,459,מקיף א'/מורדי הגטאות-אשדוד<->מרכז תחבורתי הארזים/הורדה-ירושלים-1#,13459-1-#,3,
33284,18,348,שדרות בית שמאי/שדרות בית הלל-מודיעין עילית<->גבעת התחמושת/שרגאי-ירושלים-10,11348-1-0,3,
33285,16,31,מירסקי/מינץ-ירושלים<->מסוף גילה/המרגלית-ירושלים-10,15031-1-0,3,
33286,16,31,מסוף גילה/המרגלית-ירושלים<->מירסקי/מינץ-ירושלים-20,15031-2-0,3,
33287,16,31,מסוף גילה/המרגלית-ירושלים<->מירסקי/מינץ-ירושלים-21,15031-2-1,3,
33324,14,109,שעב/כניסה-שעב<->ת.מרכזית עכו/דרך הארבעה-עכו-1#,15109-1-#,3,
33325,14,109,ת.מרכזית עכו/דרך הארבעה-עכו<->מגרש משולב-שעב-2#,15109-2-#,3,
33328,14,67,מרכז טניס-סאג'ור<->קופת חולים כללית-דייר אל אסד-1א,17067-1-א,3,
33329,14,67,שוק-ביענה<->מרכז טניס-סאג'ור-2א,17067-2-א,3,
33330,37,68,מסוף יד חרוצים/איסוף-נתניה<->ת. מרכזית נתניה-נתניה-2#,29068-2-#,3,
33331,37,68,שמחה ארליך/לוי אשכול-נתניה<->ת. מרכזית נתניה-נתניה-2א,29068-2-א,3,
33332,37,68,מרכז גריאטרי דורות/הנביאים-נתניה<->ת. מרכזית נתניה-נתניה-2ג,29068-2-ג,3,
33333,37,67,ת. רכבת נתניה-נתניה<->סינמה סיטי/המחקר-נתניה-1#,19067-1-#,3,
33334,37,67,המחקר/הגביש-נתניה<->ת. רכבת נתניה-נתניה-2#,19067-2-#,3,
33335,37,148,בי''ס שי עגנון/הרב יוסף אלישיב-נתניה<->ת. מרכזית נתניה-נתניה-3#,26148-3-#,3,
33336,37,148,שדרות בנימין/שער הגיא-נתניה<->ת. מרכזית נתניה-נתניה-33,26148-3-3,3,
33337,18,29א,ת. מרכזית נתניה/רציפים-נתניה<->שלדג/שביל השקיעה-מכמורת-11,17029-1-1,3,
33338,18,29א,צרכניה-מכמורת<->ת. מרכזית נתניה/הורדה-נתניה-21,17029-2-1,3,
33339,37,70,חבצלת החוף/אירוס הארגמן-נתניה<->בית ספר ש''י עגנון/שמעון בר יוחאי-נתניה-2#,34070-2-#,3,
33340,37,70,בן צבי/נחום-נתניה<->בית ספר ש''י עגנון/שמעון בר יוחאי-נתניה-2א,34070-2-א,3,
33341,37,70,יצחק קצנלסון/ד''ר וייסלברגר-נתניה<->בית ספר ש''י עגנון/שמעון בר יוחאי-נתניה-2ב,34070-2-ב,3,
33342,37,70,בי''ס שי עגנון/הרב יוסף אלישיב-נתניה<->בית ספר ש''י עגנון/שמעון בר יוחאי-נתניה-3#,34070-3-#,3,
33344,37,32,ת. רכבת נתניה-נתניה<->תחנת רכבת ספיר/יד חרוצים-נתניה-11,35032-1-1,3,
33345,37,32א,מסוף יד חרוצים/איסוף-נתניה<->ת. רכבת נתניה-נתניה-21,35032-2-1,3,
33346,37,16,ת. מרכזית נתניה-נתניה<->ת. רכבת נתניה-נתניה-11,17016-1-1,3,
33347,37,16,ת. רכבת נתניה-נתניה<->ת. מרכזית נתניה/הורדה-נתניה-21,17016-2-1,3,
33348,37,61,ת. מרכזית נתניה/רציפים-נתניה<->חוף פולג/רמת פולג-נתניה-12,38061-1-2,3,
33351,37,149,בי''ס שי עגנון/הרב יוסף אלישיב-נתניה<->ההדרים צורן/השיקמה צורן-קדימה צורן-1#,18149-1-#,3,
33352,37,149,דרך לב השרון/האילן-קדימה צורן<->בית ספר ש''י עגנון/שמעון בר יוחאי-נתניה-2#,18149-2-#,3,
33353,18,139,ת.רכבת ספיר-נתניה<->חט''ב א/עבד אל חי-טירה-11,17139-1-1,3,
33354,18,139,חט''ב א/עבד אל חי-טירה<->ת.רכבת ספיר-נתניה-21,17139-2-1,3,
33499,4,949,תחנת רכבת קלה גבעת התחמושת-ירושלים<->מועדון פיס לנוער-מעלה אפרים-14,10949-1-4,3,9933FF
33504,37,66,בי''ס שי עגנון/הרב יוסף אלישיב-נתניה<->תחנת רכבת ספיר/יד חרוצים-נתניה-1#,30066-1-#,3,
33505,37,66,מסוף יד חרוצים/איסוף-נתניה<->בית ספר ש''י עגנון/שמעון בר יוחאי-נתניה-2#,30066-2-#,3,
33506,37,143,מזכירות-עין שריד<->ת. מרכזית נתניה-נתניה-2#,15143-2-#,3,
33511,37,70א,בי''ס שי עגנון/הרב יוסף אלישיב-נתניה<->בית ספר ש''י עגנון/שמעון בר יוחאי-נתניה-3ג,34070-3-ג,3,
